GenomeName,A_content,T_content,G_content,C_content,Size
g__Clostridium.s__Clostridium_saccharobutylicum,1563655,733810,431096,1221620,3950181
g__Clostridium.s__Clostridium_saccharolyticum,1850454,1776070,1393787,1589954,6610265
g__Clostridium.s__Clostridium_saccharoperbutylacetonicum,2137691,1043852,629058,1710833,5521434
g__Clostridium.s__Clostridium_sartagoforme,1280093,581598,332403,976970,3171064
g__Clostridium.s__Clostridium_scindens,947745,873793,646063,762094,3229695
g__Clostridium.s__Clostridium_sp_7_2_43FAA,1262256,580203,323024,975574,3141057
g__Clostridium.s__Clostridium_sp_7_3_54FAA,1265740,1264118,975935,1088323,4594116
g__Clostridium.s__Clostridium_sp_ASF356,974306,468637,316586,733950,2493479
g__Clostridium.s__Clostridium_sp_ASF502,1503214,1511335,1131294,1242806,5388646
g__Clostridium.s__Clostridium_sp_ATCC_29733,547985,855871,862611,489639,2756106
g__Clostridium.s__Clostridium_sp_ATCC_BAA_442,809374,1216912,1176531,755555,3958372
g__Clostridium.s__Clostridium_sp_BL8,1402284,744452,475739,1136625,3759013
g__Clostridium.s__Clostridium_sp_BNL1100,1370030,874651,651189,1116195,4012065
g__Clostridium.s__Clostridium_sp_D5,1343161,1227757,888614,1125076,4584608
g__Clostridium.s__Clostridium_sp_DL_VIII,1965342,985574,599527,1552422,5102865
g__Clostridium.s__Clostridium_sp_HGF2,1021164,899170,683815,909909,3514058
g__Clostridium.s__Clostridium_sp_JC122,1201276,534541,304090,927856,2967763
g__Clostridium.s__Clostridium_sp_KLE_1755,1646686,1662057,1274883,1473298,6056924
g__Clostridium.s__Clostridium_sp_L2_50,828656,647236,454798,690246,2620936
g__Clostridium.s__Clostridium_sp_M62_1,918445,974959,761923,763585,3418912
g__Clostridium.s__Clostridium_sp_Maddingley_MBC34_26,2004156,990905,609130,1592195,5196386
g__Clostridium.s__Clostridium_sp_MSTE9,706443,839665,754275,665847,2966230
g__Clostridium.s__Clostridium_sporogenes,2281349,1029945,608956,1745578,5664898
g__Clostridium.s__Clostridium_sporosphaeroides,635997,786260,707612,589330,2719199
g__Clostridium.s__Clostridium_sp_SS2_1,980840,618451,427991,753672,2780954
g__Clostridium.s__Clostridium_sp_SY8519,657936,694759,580640,541005,2474340
g__Clostridium.s__Clostridium_symbiosum,1589241,1532588,1172332,1354702,5648860
g__Clostridium.s__Clostridium_termitidis,1765599,1328137,1042167,1460371,5596274
g__Clostridium.s__Clostridium_tetani,963867,433373,255731,718274,2371245
g__Clostridium.s__Clostridium_thermocellum,1153809,814660,579405,921988,3469862
g__Clostridium.s__Clostridium_tunisiense,1300254,688429,436999,1054678,3480360
g__Clostridium.s__Clostridium_tyrobutyricum,1176455,589987,377373,918150,3061965
g__Clostridium.s__Clostridium_ultunense,1667190,1255293,942709,1427924,5293116
g__Cocadviroid.s__Citrus_bark_cracking_viroid,62,76,82,64,284
g__Cocadviroid.s__Coconut_cadang_cadang_viroid,53,74,72,47,246
g__Cocadviroid.s__Coconut_tinangaja_viroid,51,74,79,50,254
g__Cocadviroid.s__Hop_latent_viroid,54,75,71,56,256
g__Coccidioides.s__Coccidioides_immitis,3418304,3233097,3284016,3005548,12940965
g__Coccidioides.s__Coccidioides_posadasii,3456453,3304040,3441827,3280119,13482424
g__Coccolithovirus.s__Emiliania_huxleyi_virus_86,116619,76245,76251,101703,370818
g__Cohnella.s__Cohnella_laeviribosi,831916,1184425,1049295,766390,3832026
g__Coleofasciculus.s__Coleofasciculus_chthonoplastes,1904761,1663028,1524000,1827782,6919571
g__Coleviroid.s__Coleus_blumei_viroid_1,47,67,70,64,248
g__Coleviroid.s__Coleus_blumei_viroid_2,55,89,92,65,301
g__Coleviroid.s__Coleus_blumei_viroid_3,76,100,102,86,364
g__Coleviroid.s__Coleus_blumei_viroid_5,52,80,76,66,274
g__Coleviroid.s__Coleus_blumei_viroid_6,52,80,76,66,274
g__Coleviroid.s__Coleus_blumei_viroid,64,75,81,75,295
g__Collimonas.s__Collimonas_fungivorans,929667,1386136,1399577,858339,4573698
g__Collinsella.s__Collinsella_aerofaciens,406154,644346,651238,416002,2117740
g__Collinsella.s__Collinsella_intestinalis,291432,492770,516767,300864,1601833
g__Collinsella.s__Collinsella_sp_GD3,329768,636048,662520,315055,1943391
g__Collinsella.s__Collinsella_stercoris,384738,665851,682042,382046,2114671
g__Collinsella.s__Collinsella_tanakaei,403323,638880,651095,420946,2114244
g__Coltivirus.s__Colorado_tick_fever_virus,6964,7659,5284,7987,27894
g__Coltivirus.s__Eyach_virus,7205,7636,5259,8211,28311
g__Colwellia.s__Colwellia_piezophila,1407992,959662,845889,1328229,4541772
g__Colwellia.s__Colwellia_psychrerythraea,1414517,942777,811419,1350931,4519644
g__Comamonas.s__Comamonas_sp_B_9,739871,1337477,1354429,733618,4165395
g__Comamonas.s__Comamonas_testosteroni,2886036,4811913,4783319,2845315,15326580
g__Commensalibacter.s__Commensalibacter_intestini,665555,447148,371328,669582,2153613
g__Comovirus.s__Bean_pod_mottle_virus,2493,1915,1432,2770,8610
g__Comovirus.s__Broad_bean_true_mosaic_virus,2396,2128,1496,2623,8643
g__Comovirus.s__Cowpea_mosaic_virus,2301,2081,1558,2562,8502
g__Comovirus.s__Cowpea_severe_mosaic_virus,2509,2071,1591,2415,8586
g__Comovirus.s__Radish_mosaic_virus,2514,2238,1661,2437,8850
g__Comovirus.s__Red_clover_mottle_virus,2673,2113,1698,2654,9138
g__Comovirus.s__Squash_mosaic_virus,2349,2059,1642,2557,8607
g__Comovirus.s__Turnip_ringspot_virus,2625,2164,1604,2478,8871
g__Conexibacter.s__Conexibacter_woesei,814686,2167813,2188255,801694,5972448
g__Congregibacter.s__Congregibacter_litoralis,798088,1158134,1105551,828339,3890112
g__Coprinopsis.s__Coprinopsis_cinerea,4566511,4874134,5329483,4203883,18973999
g__Coprobacillus.s__Coprobacillus_sp_29_1,1196152,628401,423953,1083383,3331889
g__Coprobacillus.s__Coprobacillus_sp_3_3_56FAA,1233685,655016,434487,1102353,3425541
g__Coprobacillus.s__Coprobacillus_sp_8_2_54BFAA,1177429,642034,426221,1060067,3305751
g__Coprobacillus.s__Coprobacillus_sp_D6,1199614,629517,424910,1085237,3339278
g__Coprobacillus.s__Coprobacillus_sp_D7,1041566,560870,371373,941590,2915399
g__Coprobacter.s__Coprobacter_fastidiosus,968001,666795,531224,874664,3040684
g__Coprococcus.s__Coprococcus_catus,789982,680873,499241,706534,2676630
g__Coprococcus.s__Coprococcus_comes,894162,715379,515532,720761,2845834
g__Coprococcus.s__Coprococcus_eutactus,858039,712001,495181,685767,2750988
g__Coprococcus.s__Coprococcus_sp_ART55_1,596442,524726,375063,472474,1968705
g__Coprococcus.s__Coprococcus_sp_HPP0048,779331,629544,416653,634043,2459571
g__Coprococcus.s__Coprococcus_sp_HPP0074,834561,655806,433171,676471,2600009
g__Coprothermobacter.s__Coprothermobacter_platensis,391414,311919,248515,363667,1315515
g__Coprothermobacter.s__Coprothermobacter_proteolyticus,375539,328918,261811,349403,1315671
g__Coraliomargarita.s__Coraliomargarita_akajimensis,766656,919699,866538,759560,3312453
g__Corallococcus.s__Corallococcus_coralloides,1363977,3221444,3085259,1320653,8991333
g__Coriobacteriaceae_noname.s__Coriobacteriaceae_bacterium_BV3Ac1,379157,420087,378293,424251,1601788
g__Coriobacteriaceae_noname.s__Coriobacteriaceae_bacterium_phI,341863,579726,583903,351226,1856718
g__Coriobacterium.s__Coriobacterium_glomerans,356059,569995,553570,365142,1844766
g__Coronaviridae_noname.s__Bat_coronavirus_BM48_31_BGR_2008,2037,1462,1593,2342,7434
g__Coronaviridae_noname.s__Bovine_respiratory_coronavirus_AH187,6088,4844,3387,7989,22203
g__Coronaviridae_noname.s__Bovine_respiratory_coronavirus_bovine_US_OH_440_TC_1996,6051,4821,3361,7937,22065
g__Coronaviridae_noname.s__Human_enteric_coronavirus_strain_4408,6088,4844,3387,7989,22203
g__Corticovirus.s__Pseudoalteromonas_phage_PM2,2993,2333,1674,2441,9441
g__Corynebacterium.s__Corynebacterium_accolens,625506,934952,976973,627161,3164592
g__Corynebacterium.s__Corynebacterium_ammoniagenes,537999,700656,701506,554827,2494988
g__Corynebacterium.s__Corynebacterium_amycolatum,421181,648534,627030,447678,2144423
g__Corynebacterium.s__Corynebacterium_aurimucosum,472717,741437,778168,481239,2473561
g__Corynebacterium.s__Corynebacterium_bovis,297422,764027,804774,291702,2157925
g__Corynebacterium.s__Corynebacterium_callunae,546996,650369,647739,598366,2443470
g__Corynebacterium.s__Corynebacterium_capitovis,315094,577074,596030,318171,1806369
g__Corynebacterium.s__Corynebacterium_casei,573747,751793,744894,592720,2663154
g__Corynebacterium.s__Corynebacterium_caspium,405640,421403,409657,419000,1655700
g__Corynebacterium.s__Corynebacterium_ciconiae,406840,683052,709167,424357,2223410
g__Corynebacterium.s__Corynebacterium_crenatum,641847,777572,798276,655241,2872936
g__Corynebacterium.s__Corynebacterium_diphtheriae,1016223,1204883,1202116,1000838,4424060
g__Corynebacterium.s__Corynebacterium_doosanense,391287,757750,846656,373970,2369633
g__Corynebacterium.s__Corynebacterium_durum,535444,733367,725880,541076,2535767
g__Corynebacterium.s__Corynebacterium_efficiens,514894,882897,945648,520473,2863912
g__Corynebacterium.s__Corynebacterium_genitalium,395339,658560,681845,378941,2114685
g__Corynebacterium.s__Corynebacterium_glucuronolyticum,562444,800321,844747,546457,2753969
g__Corynebacterium.s__Corynebacterium_glutamicum,1007727,1206588,1230893,1024843,4470036
g__Corynebacterium.s__Corynebacterium_halotolerans,423429,890074,987656,412596,2713755
g__Corynebacterium.s__Corynebacterium_jeikeium,602651,977212,957364,558538,3095765
g__Corynebacterium.s__Corynebacterium_kroppenstedtii,443870,625099,607786,445508,2122263
g__Corynebacterium.s__Corynebacterium_lipophiloflavum,368484,667279,704135,355153,2095051
g__Corynebacterium.s__Corynebacterium_lubricantis,538417,768632,793179,529991,2630210
g__Corynebacterium.s__Corynebacterium_maris,413756,804670,870209,390646,2479281
g__Corynebacterium.s__Corynebacterium_massiliense,337420,620471,645453,319629,1922973
g__Corynebacterium.s__Corynebacterium_mastitidis,300240,708752,717960,298333,2025246
g__Corynebacterium.s__Corynebacterium_matruchotii,700242,938078,948177,675959,3262456
g__Corynebacterium.s__Corynebacterium_nuruki,427812,931304,1011941,408553,2779610
g__Corynebacterium.s__Corynebacterium_pilosum,440255,695918,699343,432554,2268037
g__Corynebacterium.s__Corynebacterium_propinquum,461437,633631,597006,461857,2153883
g__Corynebacterium.s__Corynebacterium_pseudodiphtheriticum,475380,609475,573608,469313,2127761
g__Corynebacterium.s__Corynebacterium_pseudogenitalium,454715,675552,714147,458480,2302894
g__Corynebacterium.s__Corynebacterium_pseudotuberculosis,532969,615838,587462,552143,2288412
g__Corynebacterium.s__Corynebacterium_pyruviciproducens,453301,708783,749429,434179,2345692
g__Corynebacterium.s__Corynebacterium_resistens,481179,660784,629472,468092,2239527
g__Corynebacterium.s__Corynebacterium_sp_HFH0082,424528,660611,638569,450551,2174259
g__Corynebacterium.s__Corynebacterium_sp_KPL1814,431103,633202,660818,431449,2156572
g__Corynebacterium.s__Corynebacterium_sp_KPL1817,445354,637914,669478,457447,2210193
g__Corynebacterium.s__Corynebacterium_sp_KPL1818,449951,666525,697386,447231,2261093
g__Corynebacterium.s__Corynebacterium_sp_KPL1821,446776,639642,671156,458925,2216499
g__Corynebacterium.s__Corynebacterium_sp_KPL1824,460818,678464,710319,458274,2307875
g__Corynebacterium.s__Corynebacterium_sp_KPL1855,430663,632972,660482,431188,2155305
g__Corynebacterium.s__Corynebacterium_sp_KPL1856,445349,637982,669471,457444,2210246
g__Corynebacterium.s__Corynebacterium_sp_KPL1857,447533,640393,671938,459373,2219237
g__Corynebacterium.s__Corynebacterium_sp_KPL1859,435759,638572,665663,435586,2175580
g__Corynebacterium.s__Corynebacterium_sp_KPL1860,447203,639999,671672,459097,2217971
g__Corynebacterium.s__Corynebacterium_sp_KPL1986,453444,668876,701602,452499,2276421
g__Corynebacterium.s__Corynebacterium_sp_KPL1989,452858,591186,556370,450982,2051396
g__Corynebacterium.s__Corynebacterium_sp_KPL1995,452329,590606,555911,450460,2049306
g__Corynebacterium.s__Corynebacterium_sp_KPL1996,453547,668934,701598,452573,2276652
g__Corynebacterium.s__Corynebacterium_sp_KPL1998,453440,668887,701529,452425,2276281
g__Corynebacterium.s__Corynebacterium_sp_KPL2004,453251,668576,701281,452233,2275341
g__Corynebacterium.s__Corynebacterium_striatum,481082,714999,752190,488955,2437226
g__Corynebacterium.s__Corynebacterium_terpenotabidum,391922,794940,850329,395884,2433075
g__Corynebacterium.s__Corynebacterium_timonense,358097,710547,775909,343365,2187918
g__Corynebacterium.s__Corynebacterium_tuberculostearicum,413608,625332,663270,419336,2121543
g__Corynebacterium.s__Corynebacterium_ulcerans,891709,1070656,1031599,903694,3897658
g__Corynebacterium.s__Corynebacterium_ulceribovis,422764,628882,611877,413855,2077324
g__Corynebacterium.s__Corynebacterium_urealyticum,451971,800410,815182,419872,2487435
g__Corynebacterium.s__Corynebacterium_variabile,474634,946642,1040467,465351,2927094
g__Cosavirus.s__Cosavirus_A,1817,1313,1430,1815,6375
g__Cosavirus.s__Human_cosavirus_B,1840,1298,1457,1783,6375
g__Cosavirus.s__Human_cosavirus_D,1907,1275,1381,1818,6381
g__Cosavirus.s__Human_cosavirus_E,1889,1309,1367,1777,6342
g__Coxiella.s__Coxiella_burnetii,596475,452524,416905,579646,2045547
g__Crenarchaeota_noname.s__Crenarchaeota_archaeon_SCGC_AAA471_B05,484941,215777,146022,401188,1247502
g__Crenarchaeota_noname.s__Crenarchaeota_archaeon_SCGC_AAA471_L14,314397,142990,95770,259643,812794
g__Crenarchaeota_noname.s__Crenarchaeota_archaeon_SCGC_AAA471_O08,403254,179659,120935,331326,1035159
g__Crinalium.s__Crinalium_epipsammum,1297527,928994,823440,1220104,4270065
g__Crinivirus.s__Bean_yellow_disorder_virus,5207,3129,2412,4531,15279
g__Crinivirus.s__Beet_pseudoyellows_virus,4383,3226,2919,4251,14779
g__Crinivirus.s__Blackberry_yellow_vein_associated_virus,4465,3171,2463,4560,14659
g__Crinivirus.s__Cucurbit_chlorotic_yellows_virus,4820,3099,2339,4530,14788
g__Crinivirus.s__Cucurbit_yellow_stunting_disorder_virus,5074,3231,2427,4533,15265
g__Crinivirus.s__Lettuce_chlorosis_virus,4992,3184,2546,4315,15037
g__Crinivirus.s__Lettuce_infectious_yellows_virus,4857,2835,2179,4098,13969
g__Crinivirus.s__Potato_yellow_vein_virus,4903,3122,2444,4397,14863
g__Crinivirus.s__Strawberry_pallidosis_associated_virus,4672,3136,2541,4622,14971
g__Crinivirus.s__Sweet_potato_chlorotic_stunt_virus,5103,3691,2722,5313,16829
g__Crinivirus.s__Tomato_chlorosis_virus,4394,3610,2665,4880,15534
g__Crinivirus.s__Tomato_infectious_chlorosis_virus,5111,3220,2449,4281,15061
g__Cripavirus.s__Aphid_lethal_paralysis_virus,2668,1654,1670,2540,8532
g__Cripavirus.s__Black_queen_cell_virus,2229,1607,1394,2300,7530
g__Cripavirus.s__Cricket_paralysis_virus,2650,1677,1467,2210,8004
g__Cripavirus.s__Drosophila_C_virus,2431,1645,1327,2583,7986
g__Cripavirus.s__Himetobi_P_virus,2318,1683,1480,2478,7959
g__Cripavirus.s__Homalodisca_coagulata_virus_1,2342,1737,1967,2102,8139
g__Cripavirus.s__Plautia_stali_intestine_virus,2509,1503,1312,2548,7872
g__Cripavirus.s__Rhopalosiphum_padi_virus,2548,1754,1541,2612,8455
g__Cripavirus.s__Triatoma_virus,2319,1575,1299,2802,7995
g__Croceibacter.s__Croceibacter_atlanticus,954870,510617,409907,815030,2690424
g__Crocodylidpoxvirus.s__Nile_crocodilepox_virus,34063,53861,58471,33044,179439
g__Crocosphaera.s__Crocosphaera_watsonii,1686171,1064914,945837,1554468,5251282
g__Cronobacter.s__Cronobacter_condimenti,825517,1132035,1061470,827998,3846996
g__Cronobacter.s__Cronobacter_dublinensis,1009220,1469454,1395846,989904,4864391
g__Cronobacter.s__Cronobacter_malonaticus,864907,1215817,1139988,853474,4074186
g__Cronobacter.s__Cronobacter_sakazakii,1474908,2030001,1894524,1441615,6841042
g__Cronobacter.s__Cronobacter_turicensis,1021381,1463075,1373004,1005636,4863096
g__Cronobacter.s__Cronobacter_universalis,658187,945538,891139,644600,3139464
g__Cryocola.s__Cryocola_sp_340MFSha3_1,553894,1266998,1346886,555013,3722791
g__Cryptobacterium.s__Cryptobacterium_curtum,326883,385067,340398,360871,1413219
g__Cryptosporidium.s__Cryptosporidium_hominis,1926676,939990,785705,1630274,5281106
g__Cryptosporidium.s__Cryptosporidium_muris,2559664,1122962,927771,2227603,6837919
g__Cryptosporidium.s__Cryptosporidium_parvum,2474621,1167470,968053,2097413,6705544
g__Cucumovirus.s__Cucumber_mosaic_virus,1886,1773,1651,2076,7386
g__Cucumovirus.s__Gayfeather_mild_mottle_virus,1926,1637,1710,1888,7161
g__Cucumovirus.s__Peanut_stunt_virus,1881,1736,1737,2011,7365
g__Cucumovirus.s__Tomato_aspermy_virus,1924,1534,1526,1985,6969
g__Cupriavidus.s__Cupriavidus_basilensis,2185525,4206313,4210838,2170389,12773056
g__Cupriavidus.s__Cupriavidus_metallidurans,625828,1130351,1106052,611859,3474090
g__Cupriavidus.s__Cupriavidus_necator,1628053,3308624,3301570,1599457,9837704
g__Cupriavidus.s__Cupriavidus_pinatubonensis,1007807,1897353,1877792,990077,5773029
g__Cupriavidus.s__Cupriavidus_sp_BIS7,918494,1673975,1634309,899430,5126208
g__Cupriavidus.s__Cupriavidus_sp_HMR_1,1040411,1898199,1855826,1024676,5819112
g__Cupriavidus.s__Cupriavidus_sp_HPC_L,748711,1595230,1565361,737438,4646740
g__Cupriavidus.s__Cupriavidus_sp_UYPR2_512,1100350,2147389,2131710,1070625,6449828
g__Cupriavidus.s__Cupriavidus_sp_WS,1021826,2245974,2312985,971637,6552422
g__Cupriavidus.s__Cupriavidus_taiwanensis,1683045,3565673,3567357,1642190,10457896
g__Curtobacterium.s__Curtobacterium_flaccumfaciens,469383,1104362,1189769,468691,3232205
g__Curtobacterium.s__Curtobacterium_ginsengisoli,386199,913038,963760,374278,2637275
g__Curtobacterium.s__Curtobacterium_sp_B18,423713,1027339,1101028,423527,2975364
g__Curtobacterium.s__Curtobacterium_sp_B8,370539,912846,966618,373822,2623585
g__Curtovirus.s__Beet_curly_top_virus,494,339,294,427,1554
g__Curtovirus.s__Beet_mild_curly_top_virus,817,506,503,694,2520
g__Curtovirus.s__Beet_severe_curly_top_virus,795,534,476,703,2508
g__Curtovirus.s__Horseradish_curly_top_virus,778,529,495,673,2475
g__Curtovirus.s__Pepper_curly_top_virus,814,566,486,696,2562
g__Curtovirus.s__Pepper_yellow_dwarf_virus_New_Mexico,803,520,532,698,2553
g__Curtovirus.s__Spinach_curly_top_virus,870,609,523,764,2766
g__Curtovirus.s__Spinach_severe_curly_top_virus,1207,766,703,924,3600
g__Curvibacter.s__Curvibacter_lanceolatus,997901,1929022,2010375,986876,5924174
g__Cyanobacterium.s__Cyanobacterium_aponinum,1087720,635074,536221,1018002,3277017
g__Cyanobacterium.s__Cyanobacterium_stanieri,836807,573046,507191,795325,2712369
g__Cyanobium.s__Cyanobium_gracile,435901,1002873,1051456,469079,2959309
g__Cyanobium.s__Cyanobium_sp_PCC_7001,369059,848453,861747,389184,2468143
g__Cyanothece.s__Cyanothece_sp_ATCC_51142,1444566,931311,851743,1372307,4599927
g__Cyanothece.s__Cyanothece_sp_ATCC_51472,1455696,939116,859772,1379394,4633978
g__Cyanothece.s__Cyanothece_sp_CCY0110,1587215,973912,878104,1487597,4926828
g__Cyanothece.s__Cyanothece_sp_PCC_7424,1488580,1000927,909994,1422497,4821998
g__Cyanothece.s__Cyanothece_sp_PCC_7425,1074365,1181920,1163593,1119902,4539780
g__Cyanothece.s__Cyanothece_sp_PCC_7822,1534097,1080943,1005243,1458701,5078984
g__Cyanothece.s__Cyanothece_sp_PCC_8801,1195756,817543,778609,1141618,3933526
g__Cyanothece.s__Cyanothece_sp_PCC_8802,1197109,819543,782945,1143566,3943163
g__Cyclobacterium.s__Cyclobacterium_marinum,1725291,1156564,925558,1516927,5324340
g__Cyclobacterium.s__Cyclobacterium_qasimii,1707363,1167862,946336,1499089,5320647
g__Cycloclasticus.s__Cycloclasticus_pugetii,646653,507134,422852,614957,2191596
g__Cycloclasticus.s__Cycloclasticus_sp_P1,634233,497365,415352,602148,2149098
g__Cycloclasticus.s__Cycloclasticus_sp_PY97M,639926,498516,416602,605729,2160773
g__Cycloclasticus.s__Cycloclasticus_zancles,698966,545392,453388,666323,2364069
g__Cylindrospermopsis.s__Cylindrospermopsis_raciborskii,967110,690136,599972,909821,3167039
g__Cylindrospermum.s__Cylindrospermum_stagnale,1630612,1256340,1160284,1524844,5572080
g__Cypovirus.s__Cypovirus_14,7577,5303,4323,6605,23808
g__Cypovirus.s__Cypovirus_15,8161,4974,4167,7818,25120
g__Cypovirus.s__Cypovirus_1,7231,5125,4792,5985,23133
g__Cypovirus.s__Cypovirus_5,8972,5343,3196,6144,23637
g__Cyprinivirus.s__Anguillid_herpesvirus_1,52876,56451,55375,44155,208857
g__Cyprinivirus.s__Cyprinid_herpesvirus_1,48707,52639,53821,41229,196396
g__Cyprinivirus.s__Cyprinid_herpesvirus_2,62637,62064,65391,52883,242975
